"card_id","card_name","bayes_coef","bayes_se","bayes_n_games","bayes_or","bayes_or_lower","bayes_or_upper","bayes_significant","bayes_only","bayes_shrinkage_ratio"
"0020c31b-002a-4121-bc61-2c2c16e9afc8","Ornery Tumblewagg",-0.00351843288245125,0.0697865532085705,37,0.996487749549573,0.86909739997606,1.14255069113051,FALSE,TRUE,19.8345557639147
"00cb17a0-5a13-4d02-b7fb-f99531bc8ca5","Dark Depths",0.00473913523716778,0.0686067601600109,80,1.00475038269929,0.878332447972313,1.14936358535419,FALSE,TRUE,14.4766411437146
"00f9955f-a522-47bf-b064-92dd21a76b18","Solemn Simulacrum",-0.0288608431663547,0.0741136990765053,37,0.971551653111945,0.840192964942893,1.12344741511697,FALSE,TRUE,2.56796721597189
"01978fe5-00a9-4add-ae2a-b4c2572ffb9a","Vendilion Clique",-0.0126405958710653,0.0701216977806759,54,0.987438960893142,0.86063987687342,1.13291950290741,FALSE,TRUE,5.54734116143896
"01d1e394-1b0c-4b40-ba85-f55973703d41","Smirking Spelljacker",-0.00964263841393727,0.0678949513571971,81,0.990403702753866,0.866999617763672,1.13137246468307,FALSE,TRUE,7.04111763218904
"02138fbb-3962-4348-8d31-faaefba0b8b2","Raugrin Triome",-0.0245212287773693,0.0692330549489084,98,0.975776974146387,0.851958027829478,1.11759109272089,FALSE,TRUE,2.82339256231742
"02551196-ecea-472f-9547-3c9658d0489e","Ravenous Chupacabra",0.00275013611892311,0.069584164206965,27,1.0027539212123,0.874909500715962,1.14927935481763,FALSE,TRUE,25.3020800418462
"026e7167-d665-43d0-a51e-8df2d68cdb5e","Cecil, Dark Knight // Cecil, Redeemed Paladin",-0.0156805065791939,0.072161744710065,37,0.984441792492541,0.854603614590724,1.13400601900104,FALSE,TRUE,4.60200340758216
"02902fcc-eefc-4e81-aafd-59fa203a71d7","Eternal Witness",-0.00183568877009143,0.0720751327712249,21,0.998165995076042,0.866664842022371,1.14962013620073,FALSE,TRUE,39.2632639832704
"02c532e8-21f1-4d6f-a931-1ea48a6aeea2","Coalition Relic",-0.0228453030381376,0.0708137144435544,92,0.977413675004569,0.85074726250667,1.12293924904454,FALSE,TRUE,3.0997056298767
"02e8e540-8aa3-4e6a-9a11-c3949cab5f0f","Tezzeret, Cruel Captain",0.00311761353475868,0.0736211190794842,10,1.00312247834605,0.868333188844197,1.15883478771843,FALSE,TRUE,23.6145751417463
"0324641d-af55-4c53-b4dc-c8262e967da5","Volcanic Island",-0.0286750561772144,0.0689729265486974,99,0.971732171536839,0.848859162971673,1.11239114141625,FALSE,TRUE,2.40532838444809
"0463e989-ba32-4a46-a82f-e0d6daf3cd51","Sulfuric Vortex",-0.0283889246251867,0.0698503016677707,39,0.972010254553501,0.847643175041402,1.11462460004001,FALSE,TRUE,2.46047719630068
"05690d52-06c4-40b1-8360-380418a83250","The Aetherspark",0.00327713162696444,0.0737045656353156,27,1.00328250729347,0.868329683253668,1.15920923682971,FALSE,TRUE,22.4905722519261
"05812009-d1b8-4775-8188-f05cfdb4feed","Worn Powerstone",-0.0126944526385407,0.0750010255462717,9,0.987385782054662,0.852402485643316,1.14374453268741,FALSE,TRUE,5.90817325345453
"059164e1-894d-4586-9800-e60d6fbd6eb6","Shifting Woodland",0.00498914157522377,0.0692402075406541,64,1.00500160806579,0.877461968603221,1.15107921295168,FALSE,TRUE,13.8781805440245
"0596155d-8f83-40ca-be31-9a0df1ced65e","Wall of Omens",-0.0321438690973011,0.0705582029278741,37,0.968367253934251,0.843295417153929,1.11198889430345,FALSE,TRUE,2.19507498348412
"05bd329b-5707-42fc-af1c-084cc604e805","Imperial Recruiter",-0.00243666505546606,0.0689406287200406,46,0.997566301203082,0.871481800372573,1.14189249261495,FALSE,TRUE,28.2930263908817
